symbol,first_traded,last_traded,n_days,isin,continuity_id,company_name,listing_date,active_flag,status
MAXESTATES,2023-11-13,2026-06-10,636,INE03EI01018,MAXESTATES,MAX ESTATES LIMITED,2023-10-30,True,active
MAXHEALTH,2020-09-04,2026-06-10,1426,INE027H01010,MAXHEALTH,MAX HEALTHCARE INSTITUTE LIMITED,2020-08-21,True,active
MAXIND,2020-09-11,2026-06-10,1366,INE0CG601016,MAXIND,MAX INDIA LIMITED,2020-08-28,True,active
MAXINDIA,2016-07-28,2020-06-11,950,,MAXINDIA,,,,inactive
MAXVIL,2016-07-07,2023-08-10,1752,,MAXVIL,,,,inactive
MAXWELL,2010-06-10,2016-12-20,1485,,MAXWELL,,,,inactive
MAYTASINFR,2010-06-10,2011-02-07,169,,MAYTASINFR,,,,inactive
MAYURUNIQ,2012-09-25,2026-06-10,3375,INE040D01038,MAYURUNIQ,MAYUR UNIQUOTERS LIMITED,2012-09-25,True,active
MAZDA,2016-11-01,2026-06-10,2227,INE885E01042,MAZDA,MAZDA LIMITED,2016-11-01,True,active
MAZDOCK,2020-10-12,2026-06-10,1401,INE249Z01020,MAZDOCK,MAZAGON DOCK SHIPBUILDERS LIMITED,2020-10-12,True,active
MBAPL,2019-08-22,2026-06-10,1136,INE900L01010,MBAPL,MADHYA BHARAT AGRO PRODUCTS LIMITED,2019-08-22,True,active
MBECL,2010-06-10,2024-08-08,1855,,MBECL,,,,inactive
MBEL,2025-08-06,2026-06-10,206,INE08N601015,MBEL,M AND B ENGINEERING LIMITED,2025-08-06,True,active
MBLINFRA,2010-06-10,2026-06-10,3391,INE912H01013,MBLINFRA,MBL INFRASTRUCTURE LIMITED,2010-01-11,True,active
MBSWITCH,2011-10-20,2013-09-20,360,,MBSWITCH,,,,inactive
MCCHRLS-B,2026-04-20,2026-06-10,36,INE435D01014,MCCHRLS-B,MAC CHARLES INDIA LIMITED,2026-04-20,True,active
MCDHOLDING,2010-06-10,2021-09-22,2459,,MCDHOLDING,,,,inactive
MCDOWELL-N,2010-06-10,2024-06-06,3451,,MCDOWELL-N,,,,inactive
MCL,2020-08-19,2026-06-10,991,INE813V01022,MCL,M TEK COPPER LIMITED,2020-08-19,True,active
MCLEODRUSS,2010-06-10,2026-04-16,3386,INE942G01012,MCLEODRUSS,MCLEOD RUSSEL INDIA LIMITED,2005-07-29,True,active
MCLOUD,2025-02-07,2026-06-10,327,INE613C01026,MCLOUD,MAGELLANIC CLOUD LIMITED,2025-02-07,True,active
MCX,2012-03-09,2026-06-10,3511,INE745G01043,MCX,MULTI COMMODITY EXCHANGE OF INDIA LIMITED,2012-03-09,True,active
MEDANTA,2022-11-16,2026-06-10,882,INE474Q01031,MEDANTA,GLOBAL HEALTH LIMITED,2022-11-16,True,active
MEDIASSIST,2024-01-23,2026-06-10,588,INE456Z01021,MEDIASSIST,MEDI ASSIST HEALTHCARE SERVICES LIMITED,2024-01-23,True,active
MEDICAMEQ,2021-10-27,2026-06-10,1143,INE646B01010,MEDICAMEQ,MEDICAMEN BIOTECH LIMITED,2021-10-27,True,active
MEDICO,2022-05-26,2026-06-10,700,INE630Y01024,MEDICO,MEDICO REMEDIES LIMITED,2022-05-26,True,active
MEDPLUS,2021-12-23,2026-06-10,1104,INE804L01022,MEDPLUS,MEDPLUS HEALTH SERVICES LIMITED,2021-12-23,True,active
MEESHO,2025-12-10,2026-06-10,121,INE0VDM01015,MEESHO,MEESHO LIMITED,2025-12-10,True,active
MEGASOFT,2010-06-10,2025-11-06,2862,,MEGASOFT,,,,inactive
MEGASTAR,2022-02-16,2026-06-10,883,INE00EM01016,MEGASTAR,MEGASTAR FOODS LIMITED,2022-02-16,True,active
MEGH,2010-06-10,2021-05-17,2617,,MEGH,,,,inactive
MEIL,2025-08-28,2026-04-22,159,INE0PKD01011,MEIL,MANGAL ELECTRICAL INDUSTRIES LIMITED,2025-08-28,True,active
MELSTAR,2010-06-10,2017-05-05,887,,MELSTAR,,,,inactive
MENNPIS,2026-04-20,2026-06-10,36,INE650G01029,MENNPIS,MENON PISTONS LIMITED,2026-04-20,True,active
MENONBE,2015-03-09,2026-06-10,2721,INE071D01033,MENONBE,MENON BEARINGS LIMITED,2015-03-09,True,active
MEP,2015-05-06,2024-03-19,1994,INE776I01010,MEP,MEP INFRASTRUCTURE DEVELOPERS LIMITED,2015-05-06,True,inactive
MERCANTILE,2026-04-20,2026-06-10,36,INE689O01013,MERCANTILE,MERCANTILE VENTURES LIMITED,2026-04-20,True,active
MERCATOR,2011-12-08,2022-05-24,2157,,MERCATOR,,,,inactive
MERCK,2010-06-10,2019-06-10,2217,,MERCK,,,,inactive
METAL,2024-10-09,2026-06-10,412,,METAL,,,,active
METALFORGE,2015-06-01,2021-02-24,1070,,METALFORGE,,,,inactive
METALIETF,2024-08-20,2026-06-10,447,,METALIETF,,,,active
METKORE,2012-04-02,2018-08-27,1441,,METKORE,,,,inactive
METROBRAND,2021-12-22,2026-06-10,1105,INE317I01021,METROBRAND,METRO BRANDS LIMITED,2021-12-22,True,active
METROGLOBL,2026-04-20,2026-06-10,36,INE085D01033,METROGLOBL,METROGLOBAL LIMITED,2026-04-20,True,active
METROPOLIS,2019-04-15,2026-06-10,1766,INE112L01020,METROPOLIS,METROPOLIS HEALTHCARE LIMITED,2019-04-15,True,active
MFL,2021-09-02,2023-09-08,502,,MFL,,,,inactive
MFML,2024-09-10,2026-06-10,190,INE0US801024,MFML,MAHALAXMI FABRIC MILLS LIMITED,2024-08-27,True,active
MFSL,2016-02-26,2026-06-10,2537,INE180A01020,MFSL,MAX FINANCIAL SERVICES LIMITED,2000-05-17,True,active
MGEL,2020-12-23,2026-06-04,1124,INE0APB01032,MGEL,MANGALAM GLOBAL ENTERPRISE LIMITED,2020-12-23,True,active
MGL,2016-07-01,2026-06-10,2453,INE002S01010,MGL,MAHANAGAR GAS LIMITED,2016-07-01,True,active
MGOLD,2012-03-27,2015-03-25,735,,MGOLD,,,,inactive
MHLXMIRU,2022-01-27,2026-06-10,870,INE112D01035,MHLXMIRU,MAHALAXMI RUBTECH LIMITED,2022-01-27,True,active
MHRIL,2010-06-10,2026-06-10,3947,INE998I01010,MHRIL,MAHINDRA HOLIDAYS AND RESORTS INDIA LIMITED,2009-07-16,True,active
MIC,2010-06-10,2021-05-14,1998,,MIC,,,,inactive
MICEL,2022-01-03,2026-06-10,641,INE287C01037,MICEL,MIC ELECTRONICS LIMITED,2021-12-17,True,active
MICROSEC,2010-10-05,2016-11-21,1413,,MICROSEC,,,,inactive
MICROTECH,2010-06-10,2014-06-16,924,,MICROTECH,,,,inactive
MID-DAY,2010-06-10,2011-06-14,245,,MID-DAY,,,,inactive
MID150,2025-03-28,2026-06-10,294,,MID150,,,,active
MID150BEES,2022-05-10,2026-06-10,1012,,MID150BEES,,,,active
MID150CASE,2024-06-19,2026-06-10,489,,MID150CASE,,,,active
MIDCAP,2024-03-20,2026-06-10,548,,MIDCAP,,,,active
MIDCAPADD,2025-12-18,2026-06-10,115,,MIDCAPADD,,,,active
MIDCAPBETA,2025-12-24,2026-06-10,111,,MIDCAPBETA,,,,active
MIDCAPETF,2023-09-01,2026-06-10,684,,MIDCAPETF,,,,active
MIDCAPIETF,2023-12-20,2026-06-10,611,,MIDCAPIETF,,,,active
MIDCAPIWIN,2016-07-25,2018-04-09,419,,MIDCAPIWIN,,,,inactive
MIDHANI,2018-04-04,2026-06-10,2020,INE099Z01011,MIDHANI,MISHRA DHATU NIGAM LIMITED,2018-04-04,True,active
MIDQ50ADD,2024-02-15,2026-06-10,572,,MIDQ50ADD,,,,active
MIDSELIETF,2023-12-20,2026-06-10,611,,MIDSELIETF,,,,active
MIDSMALL,2024-05-28,2026-06-10,504,,MIDSMALL,,,,active
MIDWESTLTD,2025-10-24,2026-06-10,153,INE0XAD01024,MIDWESTLTD,MIDWEST LIMITED,2025-10-24,True,active
MIL,2019-06-21,2019-06-28,6,,MIL,,,,inactive
MINDACORP,2012-06-13,2026-06-10,2846,INE842C01021,MINDACORP,MINDA CORPORATION LIMITED,2014-10-16,True,active
MINDAIND,2010-06-10,2022-08-04,2923,,MINDAIND,,,,inactive
MINDTECK,2016-08-02,2026-06-10,2021,INE110B01017,MINDTECK,MINDTECK (INDIA) LIMITED,2016-08-02,True,active
MINDTREE,2010-06-10,2022-11-22,3070,,MINDTREE,,,,inactive
MIRCELECTR,2010-06-10,2026-05-18,3355,INE831A01028,MIRCELECTR,MIRC ELECTRONICS LIMITED,2004-05-24,True,active
MIRZAINT,2010-06-10,2026-06-10,3698,INE771A01026,MIRZAINT,MIRZA INTERNATIONAL LIMITED,1999-04-28,True,active
MITCON,2022-03-17,2026-06-04,930,INE828O01033,MITCON,MITCON CONSULTANCY AND ENGINEERING SERVICES LIMITED,2022-03-17,True,active
MITTAL,2020-04-29,2026-06-10,1280,INE997Y01027,MITTAL,MITTAL LIFE STYLE LIMITED,2020-04-29,True,active
MKPL,2023-06-13,2026-06-10,423,INE964W01021,MKPL,M K PROTEINS LIMITED,2023-06-13,True,active
MLL,2010-06-10,2011-12-07,373,,MLL,,,,inactive
MMFL,2010-06-10,2026-06-10,3947,INE227C01017,MMFL,MM FORGINGS LIMITED,2006-12-20,True,active
MMFSL,2010-10-29,2013-08-02,606,,MMFSL,,,,inactive
MMP,2020-01-09,2026-06-10,1424,INE511Y01018,MMP,MMP INDUSTRIES LIMITED,2020-01-09,True,active
MMTC,2010-06-10,2026-06-10,3936,INE123F01029,MMTC,MMTC LIMITED,2012-04-09,True,active
MMWL,2014-03-26,2026-05-18,113,INE200D01020,MMWL,MEDIA MATRIX WORLDWIDE LIMITED,2026-04-20,True,active
MNC,2024-03-20,2026-06-10,548,,MNC,,,,active
MOALPHA50,2025-07-10,2026-06-10,225,,MOALPHA50,,,,active
MOBANK10,2026-04-10,2026-06-10,41,,MOBANK10,,,,active
MOBIKWIK,2024-12-18,2026-06-10,364,INE0HLU01028,MOBIKWIK,ONE MOBIKWIK SYSTEMS LIMITED,2024-12-18,True,active
MOCAPITAL,2025-03-13,2026-06-10,304,,MOCAPITAL,,,,active
MODEFENCE,2024-08-27,2026-06-10,442,,MODEFENCE,,,,active
MODINATUR,2025-12-11,2026-05-25,109,INE537F01012,MODINATUR,MODI NATURALS LIMITED,2025-12-11,True,active
MODIRUBBER,2024-03-11,2026-06-10,366,INE832A01018,MODIRUBBER,MODI RUBBER LIMITED,1996-02-07,True,active
MODIS,2025-11-14,2026-06-10,139,INE0L0L01012,MODIS,MODIS NAVNIRMAN LIMITED,2025-11-14,True,active
MODISNME,2021-05-03,2022-08-12,321,,MODISNME,,,,inactive
MODISONLTD,2022-08-16,2026-05-29,752,INE737D01021,MODISONLTD,MODISON LIMITED,2021-05-03,True,active
MODTHREAD,2025-02-24,2026-06-10,315,INE794W01014,MODTHREAD,MODERN THREADS (INDIA) LIMITED,1995-11-22,True,active
MOENERGY,2025-10-16,2026-06-10,158,,MOENERGY,,,,active
MOGOLD,2025-07-31,2026-06-10,210,,MOGOLD,,,,active
MOGSEC,2021-06-16,2026-06-10,1234,,MOGSEC,,,,active
MOHEALTH,2022-08-04,2026-06-10,950,,MOHEALTH,,,,active
MOHITIND,2013-03-14,2026-06-10,2760,INE954E01012,MOHITIND,MOHIT INDUSTRIES LIMITED,2013-03-14,True,active
MOHOTAIND,2017-12-26,2021-11-18,732,,MOHOTAIND,,,,inactive
MOHOTAMILL,2017-08-01,2017-12-22,100,,MOHOTAMILL,,,,inactive
MOIL,2010-12-15,2026-06-10,3815,INE490G01020,MOIL,MOIL LIMITED,2010-12-15,True,active
MOINFRA,2025-05-21,2026-06-10,261,,MOINFRA,,,,active
MOIPO,2025-11-20,2026-06-10,134,,MOIPO,,,,active
MOKSH,2021-05-21,2026-06-10,1016,INE514Y01020,MOKSH,MOKSH ORNAMENTS LIMITED,2021-05-21,True,active
MOL,2021-09-02,2026-06-10,1180,INE0CT101020,MOL,MEGHMANI ORGANICS LIMITED,2021-08-18,True,active
MOLDTECH,2016-07-07,2026-06-10,2295,INE835B01035,MOLDTECH,MOLD-TEK TECHNOLOGIES LIMITED,2016-07-07,True,active
MOLDTKPAC,2015-02-23,2026-06-10,2786,INE893J01029,MOLDTKPAC,MOLD-TEK PACKAGING LIMITED,2015-02-23,True,active
MOLOWVOL,2022-03-30,2026-06-10,1037,,MOLOWVOL,,,,active
MOM100,2021-06-16,2026-06-10,1234,,MOM100,,,,active
MOM30IETF,2023-12-20,2026-06-10,611,,MOM30IETF,,,,active
MOM50,2021-06-16,2026-06-10,1234,,MOM50,,,,active
MOMENTUM,2022-08-19,2026-06-10,941,,MOMENTUM,,,,active
MOMENTUM30,2025-10-17,2026-06-10,157,,MOMENTUM30,,,,active
MOMENTUM50,2024-09-30,2026-06-10,418,,MOMENTUM50,,,,active
MOMGF,2025-05-28,2026-06-10,254,,MOMGF,,,,active
MOMIDMTM,2025-07-03,2026-06-10,230,,MOMIDMTM,,,,active
MOMNC,2025-12-04,2026-06-10,124,,MOMNC,,,,active
MOMOMENTUM,2022-02-17,2026-06-10,1065,,MOMOMENTUM,,,,active
MON100,2021-06-16,2026-06-10,1234,,MON100,,,,active
MON50EQUAL,2025-05-07,2026-06-10,270,,MON50EQUAL,,,,active
MONARCH,2022-01-06,2026-06-10,1094,INE903D01011,MONARCH,MONARCH NETWORTH CAPITAL LIMITED,2022-01-06,True,active
MONEXT50,2025-05-14,2026-06-10,266,,MONEXT50,,,,active
MONEYBOXX,2025-10-15,2026-06-10,159,INE296Q01012,MONEYBOXX,MONEYBOXX FINANCE LIMITED,2025-10-15,True,active
MONIFTY100,2025-10-16,2026-06-10,158,,MONIFTY100,,,,active
MONIFTY500,2023-10-06,2026-06-10,661,,MONIFTY500,,,,active
MONNETISPA,2010-06-10,2018-07-31,1978,,MONNETISPA,,,,inactive
MONQ50,2021-12-29,2026-06-10,1100,,MONQ50,,,,active
MONSANTO,2010-06-10,2019-09-26,2291,,MONSANTO,,,,inactive
MONTECARLO,2014-12-19,2026-06-10,2829,INE950M01013,MONTECARLO,MONTE CARLO FASHIONS LIMITED,2014-12-19,True,active
MOPSE,2025-06-05,2026-06-10,247,,MOPSE,,,,active
MOQUALITY,2022-08-26,2026-06-10,891,,MOQUALITY,,,,active
MORARJEE,2012-10-03,2024-01-30,2525,INE161G01027,MORARJEE,MORARJEE TEXTILES LIMITED,2012-09-14,True,inactive
MORARJETEX,2010-06-11,2012-07-19,504,,MORARJETEX,,,,inactive
MOREALTY,2024-03-21,2026-06-10,547,,MOREALTY,,,,active
MOREPENLAB,2010-06-10,2026-06-10,3766,INE083A01026,MOREPENLAB,MOREPEN LABORATORIES LIMITED,1999-11-24,True,active
MOSCHIP,2025-02-05,2026-06-10,329,INE935B01025,MOSCHIP,MOSCHIP TECHNOLOGIES LIMITED,2025-02-05,True,active
MOSERBAER,2010-06-10,2018-06-06,1781,,MOSERBAER,,,,inactive
MOSERVICE,2025-11-27,2026-06-10,130,,MOSERVICE,,,,active
MOSILVER,2025-08-14,2026-06-10,199,,MOSILVER,,,,active
MOSMALL250,2024-03-21,2026-06-10,547,,MOSMALL250,,,,active
MOTHERSON,2022-06-09,2026-06-10,990,INE775A01035,MOTHERSON,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,1996-08-14,True,active
MOTHERSUMI,2010-06-10,2022-06-08,2957,INE775A01035,MOTHERSON,,,,inactive
MOTILALOFS,2010-06-10,2026-06-10,3921,INE338I01027,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LIMITED,2007-09-11,True,active
MOTISONS,2024-01-09,2026-06-10,541,INE0FRK01020,MOTISONS,MOTISONS JEWELLERS LIMITED,2023-12-26,True,active
MOTOGENFIN,2010-06-10,2026-06-02,2542,INE861B01023,MOTOGENFIN,THE MOTOR AND GENERAL FINANCE LIMITED,1995-02-08,True,active
MOTOUR,2025-06-12,2026-06-10,245,,MOTOUR,,,,active
MOVALUE,2022-08-26,2026-06-10,932,,MOVALUE,,,,active
MPHASIS,2010-06-10,2026-06-10,3947,INE356A01018,MPHASIS,MPHASIS LIMITED,2004-06-04,True,active
MPSLTD,2010-06-10,2026-06-10,3853,INE943D01017,MPSLTD,MPS LIMITED,2002-01-21,True,active
MRF,2010-06-10,2026-06-10,3947,INE883A01011,MRF,MRF LIMITED,1996-09-18,True,active
MRO-TEK,2010-06-10,2025-04-11,2832,,MRO-TEK,,,,inactive
MRPL,2010-06-10,2026-06-10,3947,INE103A01014,MRPL,MANGALORE REFINERY AND PETROCHEMICALS LIMITED,2005-01-07,True,active
MSCI360,2026-05-29,2026-06-10,9,,MSCI360,,,,active
MSCIADD,2025-12-01,2026-06-10,127,,MSCIADD,,,,active
MSCIINDIA,2025-02-27,2026-06-10,314,,MSCIINDIA,,,,active
MSKPROJ,2010-06-10,2011-01-03,145,,MSKPROJ,,,,inactive
MSPL,2010-06-10,2026-06-10,3461,INE752G01015,MSPL,MSP STEEL AND POWER LIMITED,2005-07-18,True,active
MSTCLTD,2019-04-12,2026-06-10,1767,INE255X01014,MSTCLTD,MSTC LIMITED,2019-03-29,True,active
MSUMI,2022-04-11,2026-06-10,1030,INE0FS801015,MSUMI,MOTHERSON SUMI WIRING INDIA LIMITED,2022-03-28,True,active
MTARTECH,2021-03-15,2026-06-10,1296,INE864I01014,MTARTECH,MTAR TECHNOLOGIES LIMITED,2021-03-15,True,active
MTEDUCARE,2012-04-26,2022-12-23,2560,INE472M01018,MTEDUCARE,MT EDUCARE LIMITED,2012-04-12,True,inactive
MTNL,2010-06-10,2026-06-10,3908,INE153A01019,MTNL,MAHANAGAR TELEPHONE NIGAM LIMITED,1999-02-17,True,active
MUDRA,2010-06-10,2015-03-12,852,,MUDRA,,,,inactive
MUFIN,2023-11-07,2026-06-10,640,INE08KJ01020,MUFIN,MUFIN GREEN FINANCE LIMITED,2023-11-06,True,active
MUFTI,2023-12-27,2026-06-10,607,INE220Q01020,MUFTI,CREDO BRANDS MARKETING LIMITED,2023-12-27,True,active
MUKANDENGG,2010-06-10,2021-04-06,2602,,MUKANDENGG,,,,inactive
MUKANDLTD,2010-06-10,2026-06-10,3675,INE304A01026,MUKANDLTD,MUKAND LIMITED,2004-02-23,True,active
MUKKA,2024-03-22,2026-06-10,546,INE0CG401037,MUKKA,MUKKA PROTEINS LIMITED,2024-03-07,True,active
MUKTAARTS,2010-06-11,2026-06-10,3603,INE374B01019,MUKTAARTS,MUKTA ARTS LIMITED,2000-09-12,True,active
MULTICAP,2024-09-05,2026-06-10,435,,MULTICAP,,,,active
MUNDRAPORT,2010-06-10,2012-01-16,401,INE742F01042,ADANIPORTS,,,,inactive
MUNJALAU,2010-06-10,2026-06-10,3876,INE672B01032,MUNJALAU,MUNJAL AUTO INDUSTRIES LIMITED,2006-07-19,True,active
MUNJALSHOW,2010-06-10,2026-06-10,3947,INE577A01027,MUNJALSHOW,MUNJAL SHOWA LIMITED,2003-05-12,True,active
MURLIIND,2010-06-10,2013-09-26,628,,MURLIIND,,,,inactive
MURUDCERA,2010-06-10,2026-06-10,3630,INE692B01014,MURUDCERA,MURUDESHWAR CERAMICS LIMITED,2004-05-28,True,active
MUTHOOTCAP,2015-08-24,2026-06-10,2661,INE296G01013,MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LIMITED,2015-08-24,True,active
MUTHOOTFIN,2011-05-06,2026-06-10,3720,INE414G01012,MUTHOOTFIN,MUTHOOT FINANCE LIMITED,2011-05-06,True,active
MUTHOOTMF,2023-12-26,2026-06-10,608,INE046W01019,MUTHOOTMF,MUTHOOT MICROFIN LIMITED,2023-12-26,True,active
MVGJL,2023-10-03,2026-06-10,664,INE0KNT01012,MVGJL,MANOJ VAIBHAV GEMS N JEWELLERS LIMITED,2023-10-03,True,active
MVL,2010-06-10,2019-08-16,1781,,MVL,,,,inactive
MVLIND,2010-06-11,2014-06-03,744,,MVLIND,,,,inactive
MWL,2025-09-18,2026-06-10,177,INE0JYY01011,MWL,MANGALAM WORLDWIDE LIMITED,2025-09-18,True,active
MYSOREBANK,2010-06-10,2017-03-15,1667,,MYSOREBANK,,,,inactive
N100,2011-03-31,2021-06-15,2508,,N100,,,,inactive
NACLIND,2017-09-29,2026-06-10,1983,INE295D01020,NACLIND,NACL INDUSTRIES LIMITED,2017-04-07,True,active
NAGAAGRI,2017-04-07,2017-09-28,120,,NAGAAGRI,,,,inactive
NAGAFERT,2017-02-22,2026-04-09,1680,,NAGAFERT,,,,inactive
NAGARCONST,2010-06-10,2011-03-14,192,,NAGARCONST,,,,inactive
NAGARFERT,2010-06-10,2011-08-26,307,,NAGARFERT,,,,inactive
NAGAROIL,2012-03-28,2019-08-22,1745,,NAGAROIL,,,,inactive
NAGREEKCAP,2010-06-10,2026-04-24,2716,INE245I01016,NAGREEKCAP,NAGREEKA CAPITAL AND INFRASTRUCTURE LIMITED,2007-09-18,True,active
NAGREEKEXP,2010-06-10,2026-06-10,3441,INE123B01028,NAGREEKEXP,NAGREEKA EXPORTS LIMITED,2007-06-18,True,active
NAHARCAP,2010-06-10,2026-06-10,3808,INE049I01012,NAHARCAP,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED,2008-03-11,True,active
NAHARINDUS,2010-06-10,2026-06-10,3780,INE289A01011,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LIMITED,2005-12-15,True,active
NAHARINVST,2010-06-10,2011-06-14,211,,NAHARINVST,,,,inactive
NAHARPOLY,2011-06-16,2026-06-10,3434,INE308A01027,NAHARPOLY,NAHAR POLY FILMS LIMITED,2007-03-23,True,active
NAHARSPING,2010-06-10,2026-04-22,3667,INE290A01027,NAHARSPING,NAHAR SPINNING MILLS LIMITED,2007-03-23,True,active
NAKODA,2013-03-14,2018-02-21,1025,,NAKODA,,,,inactive
NAM-INDIA,2020-01-23,2026-06-10,1578,INE298J01013,NAM-INDIA,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,2017-11-06,True,active
NANDAN,2010-06-10,2012-03-06,435,,NANDAN,,,,inactive
NANDANEXIM,2012-03-23,2013-11-20,409,,NANDANEXIM,,,,inactive
NARMADA,2022-10-27,2026-06-10,606,INE117Z01011,NARMADA,NARMADA AGROBASE LIMITED,2022-10-27,True,active
NATCAPSUQ,2025-02-14,2026-06-10,282,INE936B01015,NATCAPSUQ,NATURAL CAPSULES LIMITED,2025-02-14,True,active
NATCOPHARM,2010-06-10,2026-06-10,3921,INE987B01026,NATCOPHARM,NATCO PHARMA LIMITED,1995-12-27,True,active
NATHBIOGEN,2015-02-23,2026-06-10,2666,INE448G01010,NATHBIOGEN,NATH BIO-GENES (INDIA) LIMITED,2014-01-28,True,active
NATHSEED,2011-09-22,2014-02-28,404,,NATHSEED,,,,inactive
NATIONALUM,2010-06-10,2026-06-10,3947,INE139A01034,NATIONALUM,NATIONAL ALUMINIUM COMPANY LIMITED,1999-04-28,True,active
NATIONSTD,2026-04-20,2026-06-10,35,INE166R01015,NATIONSTD,NATIONAL STANDARD (INDIA) LIMITED,2026-04-20,True,active
NATNLSTEEL,2010-06-10,2022-01-10,1588,,NATNLSTEEL,,,,inactive
NAUKRI,2010-06-10,2026-06-10,3947,INE663F01032,NAUKRI,INFO EDGE (INDIA) LIMITED,2006-11-21,True,active
NAVA,2022-07-29,2026-06-10,954,INE725A01030,NAVA,NAVA LIMITED,1996-04-03,True,active
NAVINFLUOR,2010-06-10,2026-06-10,3921,INE048G01026,NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL LIMITED,2007-06-01,True,active
NAVINIFTY,2023-09-25,2024-11-28,291,,NAVINIFTY,,,,inactive
NAVKARCORP,2015-09-09,2026-06-10,2649,INE278M01019,NAVKARCORP,NAVKAR CORPORATION LIMITED,2015-09-09,True,active
NAVKARURB,2025-01-17,2026-06-10,148,INE268H01044,NAVKARURB,NAVKAR URBANSTRUCTURE LIMITED,2025-01-17,True,active
NAVNETEDUL,2013-09-19,2026-06-10,3133,INE060A01024,NAVNETEDUL,NAVNEET EDUCATION LIMITED,1995-02-08,True,active
NAVNETPUBL,2010-06-10,2013-09-18,814,,NAVNETPUBL,,,,inactive
NAZARA,2021-03-30,2026-06-10,1229,INE418L01047,NAZARA,NAZARA TECHNOLOGIES LIMITED,2021-03-30,True,active
NBCC,2012-04-26,2026-06-10,3479,INE095N01031,NBCC,NBCC (INDIA) LIMITED,2012-04-12,True,active
NBIFIN,2017-05-30,2026-06-10,2096,INE365I01020,NBIFIN,N. B. I. INDUSTRIAL FINANCE COMPANY LIMITED,2016-11-23,True,active
NBVENTURES,2010-06-10,2022-07-28,2993,,NBVENTURES,,,,inactive
NCC,2011-03-15,2026-06-10,3755,INE868B01028,NCC,NCC LIMITED,2003-10-14,True,active
NCLIND,2010-06-10,2026-06-10,3870,INE732C01016,NCLIND,NCL INDUSTRIES LIMITED,2007-04-03,True,active
NCOPPER,2011-10-17,2015-10-19,792,,NCOPPER,,,,inactive
NCPSESDL24,2020-11-18,2022-05-09,361,,NCPSESDL24,,,,inactive
NDGL,2016-09-15,2026-06-10,2013,INE756C01015,NDGL,NAGA DHUNSERI GROUP LIMITED,2016-08-29,True,active
NDL,2013-11-21,2026-06-10,2881,INE875G01048,NDL,NANDAN DENIM LIMITED,2012-03-23,True,active
NDLVENTURE,2023-05-09,2026-06-10,513,INE353A01023,NDLVENTURE,NDL VENTURES LIMITED,2007-04-24,True,active
NDRAUTO,2020-08-13,2026-06-10,1222,INE07OG01012,NDRAUTO,NDR AUTO COMPONENTS LIMITED,2020-07-30,True,active
NDTV,2010-06-10,2026-06-10,3606,INE155G01029,NDTV,NEW DELHI TELEVISION LIMITED,2004-05-19,True,active
NEAGI,2026-04-22,2026-06-10,18,INE605D01012,NEAGI,NEELAMALAI AGRO INDUSTRIES LIMITED,2026-04-20,True,active
NECCLTD,2016-03-02,2026-06-10,2369,INE553C01016,NECCLTD,NORTH EASTERN CARRYING CORPORATION LIMITED,2016-03-02,True,active
NECLIFE,2010-06-10,2026-05-11,3700,INE023H01027,NECLIFE,NECTAR LIFESCIENCES LIMITED,2005-07-18,True,active
NEHAINT,2010-08-09,2015-01-29,742,,NEHAINT,,,,inactive
NELCAST,2010-06-10,2026-06-10,3921,INE189I01024,NELCAST,NELCAST LIMITED,2007-06-27,True,active
NELCO,2010-06-10,2026-06-10,3628,INE045B01015,NELCO,NELCO LIMITED,2003-05-28,True,active
NEOCORP,2012-03-02,2014-06-12,497,,NEOCORP,,,,inactive
NEOCURE,2010-06-10,2012-08-30,394,,NEOCURE,,,,inactive
NEOGEN,2019-05-22,2026-06-10,1690,INE136S01016,NEOGEN,NEOGEN CHEMICALS LIMITED,2019-05-08,True,active
NEPCMICON,2010-06-10,2014-06-12,909,,NEPCMICON,,,,inactive
NEPHROPLUS,2025-12-17,2026-06-10,116,INE428V01029,NEPHROPLUS,NEPHROCARE HEALTH SERVICES LIMITED,2025-12-17,True,active
NESCO,2010-06-10,2026-06-10,3947,INE317F01035,NESCO,NESCO LIMITED,2008-04-08,True,active
NESTLEIND,2010-06-10,2026-06-10,3947,INE239A01024,NESTLEIND,NESTLE INDIA LIMITED,2023-08-01,True,active
NET4,2011-03-01,2017-03-23,1162,,NET4,,,,inactive
NET4INDIA,2010-12-10,2011-02-25,54,,NET4INDIA,,,,inactive
NETF,2019-01-07,2026-06-10,1773,,NETF,,,,active
NETFAUTO,2022-01-25,2022-05-09,69,,NETFAUTO,,,,inactive
NETFCONSUM,2019-10-30,2022-05-09,625,,NETFCONSUM,,,,inactive
NETFDIVOPP,2019-10-30,2022-05-09,625,,NETFDIVOPP,,,,inactive
NETFGILT5Y,2021-04-08,2022-05-09,264,,NETFGILT5Y,,,,inactive
